"qseqid","sseqid","identity","coverage","evalue","length","mismatch","gapopen","gaps","qlen","qstart","qend","slen","sstart","send","contig_name","orf_num_in_contig","orf_start_pos","orf_end_pos","orf_direction","actual_start","actual_end","Tag","Type","Subtype","HMM.category","Mechanism.group","Mechanism.subgroup","Mechanism.subgroup2","SARG3.0_F","SARG3.0_L","SARG3.0_S"
"k119_76123_length_21794_cov_19.8331_12","gb|AAG07064.1|ARO:3003693|mexK",82.9,99.9,0,1020,174,0,0,1021,1,1020,1025,1,1020,"k119_76123_length_21794_cov_19.8331",12,8552,11617,1,8553,12637,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_51279_length_17405_cov_22.9745_8","YP_001670703",97.6,100,0,1014,24,0,0,1014,1,1014,1014,1,1014,"k119_51279_length_17405_cov_22.9745",8,9368,12412,1,9369,13426,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_43023_length_8176_cov_11.0000_8","NP_745006",96.7,100,2.67e-195,276,9,0,0,276,1,276,277,2,277,"k119_43023_length_8176_cov_11.0000",8,6335,7165,-1,6336,7441,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_183690_length_5330_cov_6.0000_1","gi|740152780|ref|WP_037997109.1|",100,100,4.28e-233,322,0,0,0,322,1,322,322,1,322,"k119_183690_length_5330_cov_6.0000",1,178,1146,1,179,1468,"","vancomycin","vancomycin__vanHF","vanHF","Antibiotic target alteration","vanH family","","Yes","Yes","Yes"
"k119_183690_length_5330_cov_6.0000_2","CAB61227",82.7,99.7,7.37e-208,342,59,0,0,343,1,342,343,1,342,"k119_183690_length_5330_cov_6.0000",2,1139,2170,1,1140,2512,"","vancomycin","vancomycin__vanA","vanA","Antibiotic target alteration","van ligase","D-Ala-D-Lac ligase","Yes","Yes","Yes"
"k119_183690_length_5330_cov_6.0000_3","gi|740152778|ref|WP_037997107.1|",100,100,1.57e-158,209,0,0,0,209,1,209,209,1,209,"k119_183690_length_5330_cov_6.0000",3,2176,2805,1,2177,3014,"","vancomycin","vancomycin__vanXF","vanXF","Antibiotic target alteration","vanX family","","Yes","Yes","Yes"
"k119_141279_length_3838_cov_8.0000_2","gi|445996726|ref|WP_000074581.1|",99,100,7.82e-218,309,3,0,0,309,1,309,309,1,309,"k119_141279_length_3838_cov_8.0000",2,881,1810,1,882,2119,"","bacitracin","bacitracin__bcrA","bcrA","Efflux pump","","","Yes","Yes","Yes"
"k119_141279_length_3838_cov_8.0000_4","ZP_04210257",100,100,1.3e-178,265,0,0,0,265,1,265,265,1,265,"k119_141279_length_3838_cov_8.0000",4,2558,3355,1,2559,3620,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_178417_length_3694_cov_12.9192_2","YP_001668745",99.2,100,0,1059,9,0,0,1059,1,1059,1059,1,1059,"k119_178417_length_3694_cov_12.9192",2,349,3528,1,350,4587,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k119_60481_length_16352_cov_14.0000_6","YP_350221",96.5,99.8,0,1009,35,0,0,1011,1,1009,1009,1,1009,"k119_60481_length_16352_cov_14.0000",6,5505,8540,1,5506,9549,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_54557_length_14978_cov_12.0000_13","gb|AAG07064.1|ARO:3003693|mexK",82.1,99.9,0,1021,183,0,0,1022,1,1021,1025,1,1021,"k119_54557_length_14978_cov_12.0000",13,11560,14628,1,11561,15649,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_178574_length_14859_cov_6.9931_4","YP_349555",91.3,99.6,1.69e-180,276,24,0,0,277,1,276,277,1,276,"k119_178574_length_14859_cov_6.9931",4,4161,4994,1,4162,5270,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_11971_length_5161_cov_7.0000_2","YP_002552549",86,99.3,2.83e-166,272,38,0,0,274,2,273,274,2,273,"k119_11971_length_5161_cov_7.0000",2,642,1466,-1,644,1739,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_192076_length_3024_cov_5.0000_2","Q4KC13",92.8,100,6.96e-184,276,20,0,0,276,1,276,276,1,276,"k119_192076_length_3024_cov_5.0000",2,179,1009,-1,180,1285,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_112598_length_2184_cov_4.0000_2","B2VGJ3",87.1,100,4.56e-169,272,35,0,0,272,1,272,273,1,272,"k119_112598_length_2184_cov_4.0000",2,1056,1874,-1,1057,2146,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_96524_length_1983_cov_5.0000_2","gi|884875933|emb|CKG93789.1|",99.4,100,5.51e-218,309,2,0,0,309,1,309,309,1,309,"k119_96524_length_1983_cov_5.0000",2,642,1571,-1,643,1880,"","bacitracin","bacitracin__bcrA","bcrA","Efflux pump","","","Yes","Yes","Yes"
"k119_19148_length_164763_cov_23.0000_74","YP_350221",94.5,99.7,0,1004,55,0,0,1007,1,1004,1009,1,1004,"k119_19148_length_164763_cov_23.0000",74,76217,79240,-1,76218,80244,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_11911_length_97826_cov_21.9957_24","gi|921173670|ref|WP_053119224.1|",92.4,100,0,1053,80,0,0,1053,1,1053,1054,1,1053,"k119_11911_length_97826_cov_21.9957",24,28599,31760,-1,28600,32813,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k119_59268_length_57087_cov_22.9923_16","gb|AAG07064.1|ARO:3003693|mexK",82.2,100,0,1023,180,1,2,1021,1,1021,1025,1,1023,"k119_59268_length_57087_cov_22.9923",16,17538,20603,-1,17539,21624,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_3903_length_46437_cov_14.0406_13","Q4KC13",91.3,100,2.83e-183,276,24,0,0,276,1,276,276,1,276,"k119_3903_length_46437_cov_14.0406",13,12486,13316,1,12487,13592,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_47710_length_39733_cov_13.9647_22","gi|504907940|ref|WP_015095042.1|",98.4,100,0,1062,14,1,3,1062,1,1062,1059,1,1059,"k119_47710_length_39733_cov_13.9647",22,26891,30079,1,26892,31141,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k119_38758_length_2616_cov_5.0000_1","AF024666.2.gene33.p01",100,100,1.02e-252,391,0,0,0,391,1,391,391,1,391,"k119_38758_length_2616_cov_5.0000",1,338,1513,1,339,1904,"","chloramphenicol","chloramphenicol__cmx","cmx","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_82944_length_164846_cov_14.0000_74","YP_350221",94.5,99.7,0,1004,55,0,0,1007,1,1004,1009,1,1004,"k119_82944_length_164846_cov_14.0000",74,76262,79285,-1,76263,80289,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_82928_length_114399_cov_13.0000_17","gb|AAG07064.1|ARO:3003693|mexK",82.2,100,0,1023,180,1,2,1021,1,1021,1025,1,1023,"k119_82928_length_114399_cov_13.0000",17,14299,17364,1,14300,18385,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_53165_length_25937_cov_15.0000_21","gi|921173670|ref|WP_053119224.1|",92.4,100,0,1053,80,0,0,1053,1,1053,1054,1,1053,"k119_53165_length_25937_cov_15.0000",21,21181,24342,1,21182,25395,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k119_75692_length_22612_cov_7.9733_13","Q4KC13",91.3,100,2.83e-183,276,24,0,0,276,1,276,276,1,276,"k119_75692_length_22612_cov_7.9733",13,11441,12271,1,11442,12547,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_56705_length_71214_cov_9.0000_66","YP_002552549",86,99.3,2.83e-166,272,38,0,0,274,2,273,274,2,273,"k119_56705_length_71214_cov_9.0000",66,64131,64955,-1,64133,65228,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_54673_length_13867_cov_7.0000_14","YP_001670703",98.1,100,0,1014,19,0,0,1014,1,1014,1014,1,1014,"k119_54673_length_13867_cov_7.0000",14,10054,13098,-1,10055,14112,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_139767_length_2280_cov_5.0000_2","YP_001669149",97.8,100,7.7e-197,276,6,0,0,276,1,276,276,1,276,"k119_139767_length_2280_cov_5.0000",2,661,1491,1,662,1767,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_110329_length_3016_cov_6.0000_2","gi|445996726|ref|WP_000074581.1|",99,100,7.82e-218,309,3,0,0,309,1,309,309,1,309,"k119_110329_length_3016_cov_6.0000",2,1038,1967,1,1039,2276,"","bacitracin","bacitracin__bcrA","bcrA","Efflux pump","","","Yes","Yes","Yes"
"k119_107344_length_51714_cov_14.2785_2","NP_745006",96.7,100,2.67e-195,276,9,0,0,276,1,276,277,2,277,"k119_107344_length_51714_cov_14.2785",2,2093,2923,1,2094,3199,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_142649_length_47168_cov_28.9649_10","YP_001670703",97.6,100,0,1014,24,0,0,1014,1,1014,1014,1,1014,"k119_142649_length_47168_cov_28.9649",10,7323,10367,-1,7324,11381,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_4343_length_27066_cov_33.2567_16","gi|740796309|ref|WP_038581593.1|",88.5,100,0,1050,119,2,2,1050,1,1050,1048,1,1048,"k119_4343_length_27066_cov_33.2567",16,17379,20531,-1,17380,21581,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k119_87132_length_22045_cov_12.9973_5","YP_001668745",99.1,100,0,1059,10,0,0,1059,1,1059,1059,1,1059,"k119_87132_length_22045_cov_12.9973",5,4092,7271,1,4093,8330,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k119_177761_length_7526_cov_6.0000_5","gi|740152778|ref|WP_037997107.1|",100,100,1.57e-158,209,0,0,0,209,1,209,209,1,209,"k119_177761_length_7526_cov_6.0000",5,4486,5115,-1,4487,5324,"","vancomycin","vancomycin__vanXF","vanXF","Antibiotic target alteration","vanX family","","Yes","Yes","Yes"
"k119_177761_length_7526_cov_6.0000_6","CAB61227",82.7,99.7,7.37e-208,342,59,0,0,343,1,342,343,1,342,"k119_177761_length_7526_cov_6.0000",6,5121,6152,-1,5122,6494,"","vancomycin","vancomycin__vanA","vanA","Antibiotic target alteration","van ligase","D-Ala-D-Lac ligase","Yes","Yes","Yes"
"k119_177761_length_7526_cov_6.0000_7","gi|740152780|ref|WP_037997109.1|",100,100,4.28e-233,322,0,0,0,322,1,322,322,1,322,"k119_177761_length_7526_cov_6.0000",7,6145,7113,-1,6146,7435,"","vancomycin","vancomycin__vanHF","vanHF","Antibiotic target alteration","vanH family","","Yes","Yes","Yes"
"k119_149874_length_5669_cov_10.9550_4","ZP_04210257",100,100,1.3e-178,265,0,0,0,265,1,265,265,1,265,"k119_149874_length_5669_cov_10.9550",4,967,1764,-1,968,2029,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_149874_length_5669_cov_10.9550_6","gi|445996726|ref|WP_000074581.1|",99,100,7.82e-218,309,3,0,0,309,1,309,309,1,309,"k119_149874_length_5669_cov_10.9550",6,2512,3441,-1,2513,3750,"","bacitracin","bacitracin__bcrA","bcrA","Efflux pump","","","Yes","Yes","Yes"
"k119_142226_length_2783_cov_5.0000_2","ZP_04202328",99.2,100,2.74e-179,263,2,0,0,263,1,263,263,1,263,"k119_142226_length_2783_cov_5.0000",2,1487,2278,1,1488,2541,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_149129_length_1853_cov_4.0000_1","ACC64523",84.4,84.9,1.14e-22,45,7,0,0,53,1,45,216,1,45,"k119_149129_length_1853_cov_4.0000",1,76,237,-1,77,282,"","chloramphenicol","chloramphenicol__Lactobacillus reuteri cat-TC","Lactobacillus reuteri cat-TC","Enzymatic inactivation","cat","","Yes","Yes","Yes"
"k119_56154_length_30780_cov_10.0000_18","B2VGJ3",88.6,99.6,6.77e-171,271,31,0,0,272,1,271,273,1,271,"k119_56154_length_30780_cov_10.0000",18,16992,17810,-1,16993,18081,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_78222_length_8332_cov_8.0000_4","gi|485663835|ref|WP_001305258.1|",87.2,99.6,0,509,65,0,0,511,3,511,512,4,512,"k119_78222_length_8332_cov_8.0000",4,2287,3822,-1,2290,4333,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_73882_length_4279_cov_7.9529_4","ACI02892",99.8,100,2.36e-276,404,1,0,0,404,1,404,404,1,404,"k119_73882_length_4279_cov_7.9529",4,2682,3896,-1,2683,4300,"","florfenicol","florfenicol__floR","floR","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_45857_length_2687_cov_9.0000_2","AF024666.2.gene33.p01",99.2,100,2.8e-250,391,3,0,0,391,1,391,391,1,391,"k119_45857_length_2687_cov_9.0000",2,478,1653,1,479,2044,"","chloramphenicol","chloramphenicol__cmx","cmx","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k119_27033_length_1065_cov_6.0000_2","gb|AAC44316.1|ARO:3005010|qacEdelta1",100,100,4.87e-78,115,0,0,0,115,1,115,115,1,115,"k119_27033_length_1065_cov_6.0000",2,501,848,-1,502,963,"","multidrug","multidrug__qacEdelta1","","","","","","",""
"k119_74763_length_3185_cov_5.0000_2","YP_002552549",87.1,99.3,6.24e-170,272,35,0,0,274,2,273,274,2,273,"k119_74763_length_3185_cov_5.0000",2,513,1337,-1,515,1610,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k119_162717_length_291759_cov_18.9975_49","YP_002552549",83.3,100,3.57e-157,263,44,0,0,263,1,263,274,12,274,"k119_162717_length_291759_cov_18.9975",49,50017,50808,-1,50018,51071,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_488475_length_3413_cov_22.0000_1","ZP_00051658",81.4,100,3.92e-154,279,40,1,12,267,1,267,279,1,279,"k141_488475_length_3413_cov_22.0000",1,122,925,1,123,1192,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_322681_length_278140_cov_14.1513_155","ZP_02007607",97.6,100,3.04e-207,293,7,0,0,293,1,293,293,1,293,"k141_322681_length_278140_cov_14.1513",155,146184,147065,-1,146185,147358,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_893828_length_11085_cov_61.7632_3","ZP_00051658",81.7,100,9.65e-155,279,39,1,12,267,1,267,279,1,279,"k141_893828_length_11085_cov_61.7632",3,1589,2392,1,1590,2659,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_1624392_length_887648_cov_26.6257_611","gi|852275723|ref|WP_048329135.1|",85.7,100,0,1058,149,1,2,1058,1,1058,1056,1,1056,"k141_1624392_length_887648_cov_26.6257",611,675404,678580,-1,675405,679638,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k141_897294_length_196841_cov_26.6296_71","ZP_02007607",97.6,100,3.04e-207,293,7,0,0,293,1,293,293,1,293,"k141_897294_length_196841_cov_26.6296",71,65176,66057,-1,65177,66350,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_1375178_length_1921_cov_1631.4399_2","ZP_00051658",81.7,100,9.65e-155,279,39,1,12,267,1,267,279,1,279,"k141_1375178_length_1921_cov_1631.4399",2,1084,1887,1,1085,2154,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_1886712_length_52008_cov_10.0000_7","ZP_02007607",97.6,100,3.04e-207,293,7,0,0,293,1,293,293,1,293,"k141_1886712_length_52008_cov_10.0000",7,3356,4237,1,3357,4530,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_585786_length_37167_cov_63.0426_11","ZP_00051658",82.4,100,8.29e-156,279,37,1,12,267,1,267,279,1,279,"k141_585786_length_37167_cov_63.0426",11,10938,11741,-1,10939,12008,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_95481_length_5194_cov_61.0425_3","ZP_00051658",81.7,100,9.65e-155,279,39,1,12,267,1,267,279,1,279,"k141_95481_length_5194_cov_61.0425",3,1566,2369,1,1567,2636,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_954436_length_164799_cov_12.0000_37","ZP_02007607",97.6,100,3.04e-207,293,7,0,0,293,1,293,293,1,293,"k141_954436_length_164799_cov_12.0000",37,36842,37723,1,36843,38016,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_1457605_length_4266_cov_515.1270_2","ZP_00051658",81.7,100,9.65e-155,279,39,1,12,267,1,267,279,1,279,"k141_1457605_length_4266_cov_515.1270",2,731,1534,1,732,1801,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_284504_length_33639_cov_8.0000_6","ZP_02007607",97.6,100,3.04e-207,293,7,0,0,293,1,293,293,1,293,"k141_284504_length_33639_cov_8.0000",6,4735,5616,-1,4736,5909,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_1908345_length_24506_cov_18.9173_19","ZP_00051658",82.4,100,8.29e-156,279,37,1,12,267,1,267,279,1,279,"k141_1908345_length_24506_cov_18.9173",19,15595,16398,1,15596,16665,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_297800_length_25366_cov_17.0000_11","gb|AAG07064.1|ARO:3003693|mexK",83.4,100,0,1023,168,1,2,1021,1,1021,1025,1,1023,"k141_297800_length_25366_cov_17.0000",11,7784,10849,-1,7785,11870,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_79007_length_12047_cov_20.0998_10","Q4KC13",88.8,100,4.3e-178,276,31,0,0,276,1,276,276,1,276,"k141_79007_length_12047_cov_20.0998",10,9045,9875,-1,9046,10151,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_480390_length_10575_cov_14.0000_2","gi|921173670|ref|WP_053119224.1|",82,100,0,1057,184,4,6,1054,1,1054,1054,1,1054,"k141_480390_length_10575_cov_14.0000",2,1579,4743,-1,1580,5797,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_892373_length_10212_cov_8.0000_1","gi|916992013|ref|WP_051598725.1|",98.8,100,0,1062,13,0,0,1062,1,1062,1062,1,1062,"k141_892373_length_10212_cov_8.0000",1,41,3229,1,42,4291,"multicomponent system","multidrug","multidrug__smeE","smeE","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_873808_length_7101_cov_10.0000_1","Q4KC13",83.3,99.6,8.47e-169,275,46,0,0,276,1,275,276,1,275,"k141_873808_length_7101_cov_10.0000",1,35,865,-1,36,1140,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_917285_length_2424_cov_5.0000_2","Q4KC13",82.5,99.6,1.4e-167,275,48,0,0,276,1,275,276,1,275,"k141_917285_length_2424_cov_5.0000",2,482,1312,1,483,1587,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_442699_length_1997_cov_7.0000_2","CAC14594",85.2,97.7,1.52e-216,385,55,2,2,393,7,390,394,7,390,"k141_442699_length_1997_cov_7.0000",2,693,1874,1,700,2264,"multicomponent system","multidrug","multidrug__smeD","smeD","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_179032_length_1514_cov_4.9709_2","Q4KC13",89.1,96.5,5.51e-179,276,30,0,0,286,11,286,276,1,276,"k141_179032_length_1514_cov_4.9709",2,153,1013,-1,164,1299,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_784829_length_30336_cov_12.1145_9","gi|764394645|ref|WP_044347915.1|",83.3,97.8,1.48e-276,486,81,0,0,497,1,486,490,1,486,"k141_784829_length_30336_cov_12.1145",9,8189,9682,1,8190,10168,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
